OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,COMMENT.on.genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont,Decay_type,Fruitbody_type
OTU2227,Fungi,Ascomycota,Sordariomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2228,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Cladorrhinum,Cladorrhinum flexuosum,,unspecified_saprotroph,foliar_endophyte,,foliar_endophyte,leaf/fruit/seed_pathogen,leaf/fruit/seed,soft_rot,non-aquatic,,,filamentous_mycelium,none,none,,,,,soft_rot,none
OTU2229,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Chrysosporium,,,wood_saprotroph,,,,,wood,soft_rot,partly_aquatic,,,filamentous_mycelium,,,,,,,soft_rot,
OTU2230,Fungi,Ascomycota,Laboulbeniomycetes,Pyxidiophorales,,,,,,,,,,,,,,,,,,,,,,,
OTU2231,Fungi,Rozellomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2232,Fungi,Basidiomycota,Agaricomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2233,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Zygopleurage,,,dung_saprotroph,,,,,dung,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2234,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe odora,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2235,Fungi,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,,,unspecified_saprotroph,,,,,,,non-aquatic,,,dimorphic_yeast,,,,,,,,
OTU2236,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,Spiromastix,,,soil_saprotroph,,,,,soil,,non-aquatic,opportunistic_animal_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU2237,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Parastagonospora nodorum,,plant_pathogen,litter_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2238,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,,,,,,,,,,,,,,,,,,,,,
OTU2239,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,,,wood_saprotroph,litter_saprotroph,,no_endophytic_capacity,,"wood,leaf/fruit/seed",,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2240,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Lecania,,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,,,apothecium_(hymenium_on_surface)
OTU2241,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella hirta,,wood_saprotroph,litter_saprotroph,,,,"wood,leaf/fruit/seed",,partly_aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2243,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2244,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus,,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,,,,filamentous_mycelium,corticioid,smooth,,,,,,corticioid
OTU2245,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma coronillae,,wood_saprotroph,litter_saprotroph,,no_endophytic_capacity,,"wood,leaf/fruit/seed",,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2246,Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelariella,Candelariella granuliformis,,lichenized,,lichen_parasite_one_species,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,,,apothecium_(hymenium_on_surface)
OTU2247,Fungi,Ascomycota,Sordariomycetes,Savoryellales,,,,,,,,,,,,,,,,,,,,,,,
OTU2248,Fungi,Chytridiomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2249,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,,,,,,,,,,,,,,,,,,,,
OTU2250,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2251,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia restricta,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",,partly_aquatic,animal-associated/opportunistic_human_parasite,,yeast,none,none,,,,,,none
OTU2253,Fungi,Monoblepharomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2254,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Powellomyces,,,pollen_saprotroph,algal_parasite,,,algal_parasite,pollen,,partly_freshwater_(partly_non-aquatic),,,zoosporic-rhizomycelial_(chytrid-like),zoosporangium,closed,,,,,,zoosporangium
OTU2256,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,,,,,,,,,,,,,,,,,,,,,,,
OTU2257,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,Peniophora pseudoversicolor,,wood_saprotroph,plant_pathogen,,,wood_pathogen,wood,white_rot,partly_aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,white_rot,corticioid
OTU2258,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2259,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis pseudofriesii,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2260,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,,,litter_saprotroph,foliar_endophyte,hypervariable,foliar_endophyte,,"wood,leaf/fruit/seed,soil,dung",soft_rot,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,soft_rot,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2262,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,,,,,,,,,,,,,,,,,
OTU2263,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2264,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,Tulostoma cyclophorum,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,,,,,,gasteroid
OTU2265,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Blastocladiaceae,Blastocladiella,,,soil_saprotroph,,,,,soil,,non-aquatic,,,zoosporic-rhizomycelial_(chytrid-like),zoosporangium,closed,,,,,,zoosporangium
OTU2266,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeris,Lasiosphaeris hispida,,unspecified_saprotroph,,,,,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2267,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2268,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Fimicolochytrium,,,pollen_saprotroph,algal_parasite,,,algal_parasite,pollen,,partly_freshwater_(partly_non-aquatic),,,zoosporic-rhizomycelial_(chytrid-like),zoosporangium,closed,,,,,,zoosporangium
OTU2271,Fungi,Ascomycota,Lecanoromycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2272,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2273,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia,Athelia bombacina,,lichen_parasite,fungal_decomposer,wood_saprotroph_some_species,,algal_parasite,"fungal_material,algal_material",,non-aquatic,,algae,filamentous_mycelium,corticioid,smooth,,,,,,corticioid
OTU2275,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2276,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,,,soil_saprotroph,,litter_saprotroph_or_dung_saprotroph_some_species,,,soil,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2278,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Cladobotryum,Cladobotryum apiculatum,,mycoparasite,fungal_decomposer,,,,fungal_material,,,,,filamentous_mycelium,,,,,,,,
OTU2279,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",chitinolytic,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,none,none,,,,,chitinolytic,none
OTU2280,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2282,Fungi,Ascomycota,,,,Botryoderma,,,,,,,,,,,,,filamentous_mycelium,,,,,,,,
OTU2284,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,,,soil_saprotroph,,,,,soil,,partly_aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2286,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,,,unspecified_saprotroph,foliar_endophyte,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,dung,animal_material",,non-aquatic,animal_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU2287,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2288,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2289,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_smooth,/tomentella-thelephora,,,,corticioid
OTU2291,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Fimicolochytrium,,,pollen_saprotroph,algal_parasite,,,algal_parasite,pollen,,partly_freshwater_(partly_non-aquatic),,,zoosporic-rhizomycelial_(chytrid-like),zoosporangium,closed,,,,,,zoosporangium
OTU2292,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,,,plant_pathogen,wood_saprotroph,,no_endophytic_capacity,leaf/fruit/seed_pathogen,"wood,leaf/fruit/seed",,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2293,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe subcrispa,,soil_saprotroph,,litter_saprotroph_or_dung_saprotroph_some_species,,,soil,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2294,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2295,Fungi,Basidiomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2296,Fungi,Ascomycota,Sordariomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2297,Fungi,Ascomycota,Dothideomycetes,,Eremomycetaceae,Arthrographis,,,unspecified_saprotroph,animal_decomposer,,no_endophytic_capacity,,animal_material,,partly_aquatic,,,filamentous_mycelium,,,,,,,,
OTU2298,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,,,unspecified_saprotroph,foliar_endophyte,"hypervariable,_saprotroph_animal_pathogen_endophyte",foliar_endophyte,,"leaf/fruit/seed,soil,dung,animal_material",mold,partly_aquatic,animal_parasite/opportunistic_human_parasite,,filamentous_mycelium,,,,,,,mold,
OTU2299,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2300,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Kirschsteiniotheliaceae,Kirschsteiniothelia,Kirschsteiniothelia aethiops,,wood_saprotroph,,,,,wood,other,partly_aquatic,,,filamentous_mycelium,other,,,,,,other,other
OTU2301,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,,,soil_saprotroph,,,,,soil,,partly_aquatic,,,yeast,none,none,,,,,,none
OTU2302,Fungi,Basidiomycota,Cystobasidiomycetes,Sakaguchiales,Sakaguchiaceae,Sakaguchia,Sakaguchia lamellibrachiae,,unspecified_saprotroph,,,no_endophytic_capacity,,,,partly_marine_(partly_non-aquatic),,,dimorphic_yeast,none,none,,,,,,none
OTU2303,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe lenticulospora,,soil_saprotroph,,litter_saprotroph_or_dung_saprotroph_some_species,,,soil,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2304,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2305,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Pilodermataceae,Piloderma,Piloderma olivaceum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_fringe,/piloderma,,,,corticioid
OTU2306,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,,,,,,,,,,,,,,,,,,,,
OTU2307,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,,,,,,,,,,,,,,,,,,,,,,,
OTU2308,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,,,soil_saprotroph,rock-inhabiting,,,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,animal_material",,partly_aquatic,opportunistic_animal_parasite,,dimorphic_yeast,,,,,,,,
OTU2309,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Verrucaria,Verrucaria ceuthocarpa,,lichenized,,,,,,,partly_aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,,,
OTU2310,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2311,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2312,Fungi,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2313,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2314,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Acanthophysellum,Acanthophysellum lividocoeruleum,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,white_rot,corticioid
OTU2315,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Crocicreas,Crocicreas cyathoideum,,litter_saprotroph,,,,,leaf/fruit/seed,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,,apothecium_(hymenium_on_surface)
OTU2316,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2317,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,,,,,,,,,,,,,,,,,,,,,
OTU2318,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Torula hollandica,,foliar_endophyte,wood_saprotroph,,foliar_endophyte,,"wood,leaf/fruit/seed",,non-aquatic,,,filamentous_mycelium,,,,,,,,
OTU2319,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_smooth,/tomentella-thelephora,,,,corticioid
OTU2320,Fungi,Basidiomycota,Microbotryomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2321,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Myxotrichum,,,soil_saprotroph,foliar_endophyte,"dung_saprotroph_some_species,root-associated",foliar_endophyte,root-associated,soil,,non-aquatic,,,filamentous_mycelium,other,,,,,,,other
OTU2322,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Monocillium,,,litter_saprotroph,dung_saprotroph,invertebrate-associated_some_species,,,"wood,leaf/fruit/seed,soil,dung,animal_material",,,invertebrate-associated,,filamentous_mycelium,,,,,,,,
OTU2325,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,,,,,,,,,,,,,,,,,
OTU2326,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2327,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,,,mycoparasite,fungal_decomposer,,,,fungal_material,,,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2328,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,white_rot,corticioid
OTU2329,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2330,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Paecilomyces,Paecilomyces lagunculariae,,foliar_endophyte,litter_saprotroph,,foliar_endophyte,,"leaf/fruit/seed,animal_material",soft_rot,partly_aquatic,invertebrate_parasite,,filamentous_mycelium,,,,,,,soft_rot,
OTU2331,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Hypochnicium,Hypochnicium lundellii,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,white_rot,corticioid
OTU2332,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,,unspecified_saprotroph,foliar_endophyte,"toxin-producing,animal_parasite_some_species,mycoparasite_some_species",foliar_endophyte,,soil,mold,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,,,,,,,mold,
OTU2333,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,,,,,,,,,,,,,,,,,,,,,,
OTU2334,Fungi,Rozellomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2335,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU2336,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,,,,,,,,,,,,,,,,,,,,
OTU2337,Fungi,Basidiomycota,Agaricomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2338,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Genea,Genea harknessii,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_coarse,/genea-humaria,,,,gasteroid-hypogeous
OTU2339,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,,,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2340,Fungi,Ascomycota,Leotiomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2341,Fungi,Ascomycota,Dothideomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2342,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU2343,Fungi,Mortierellomycota,Mortierellomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2345,Fungi,Ascomycota,Leotiomycetes,Helotiales,Arachnopezizaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2347,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus cervinus,,litter_saprotroph,,wood_saprotroph_many_species,,,leaf/fruit/seed,white_rot,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,white_rot,agaricoid
OTU2348,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia,Venturia carpophila,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2349,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Nigrogranaceae,Nigrograna,Nigrograna mycophila,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,partly_marine_(partly_non-aquatic),animal_parasite,,filamentous_mycelium,,,,,,,,
OTU2350,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,,,soil_saprotroph,foliar_endophyte,,foliar_endophyte,,"leaf/fruit/seed,soil",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,,apothecium_(hymenium_on_surface)
OTU2351,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,,,,,,,,,,,,,,,,,,,,,
OTU2352,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2353,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Barnettozyma,,,nectar/tap_saprotroph,,,,,sugar-rich_substrates,,partly_freshwater_(partly_non-aquatic),opportunistic_human_parasite,,yeast,none,none,,,,,,none
OTU2354,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,,,,,,,,,,,,,,,,,,,,,,
OTU2355,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,,,,,,,,,,,,,,,,,,,,,,
OTU2356,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2357,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,,,,,,,,,,,,,,,,,,,,,,
OTU2358,Fungi,Ascomycota,Sordariomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2359,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2360,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Incrustoporiaceae,Skeletocutis,,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,white_rot,polyporoid
OTU2361,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2362,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Schizoparmaceae,Coniella,Coniella heterospora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2363,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,,,,,,,,,,,,,,,,,,,,
OTU2364,Fungi,Rozellomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2365,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,,,,,,,,,,,,,,,,,,,,
OTU2366,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2367,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2368,Fungi,Basidiomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2369,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnellula,,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,,apothecium_(hymenium_on_surface)
OTU2371,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU2372,Fungi,Ascomycota,Sordariomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2373,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus pellucidus,,soil_saprotroph,,,,,soil,,partly_aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2374,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Pectenia,,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,cyanobacterial,,,apothecium_(hymenium_on_surface)
OTU2375,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium,,,unspecified_saprotroph,,,,,,,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2376,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,,,litter_saprotroph,animal_parasite,,,,"leaf/fruit/seed,animal_material",,non-aquatic,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,none,none,,,,,,none
OTU2377,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,,,unspecified_saprotroph,foliar_endophyte,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,dung,animal_material",,non-aquatic,animal_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU2378,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2379,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Hyphodermataceae,Hyphoderma,,,wood_saprotroph,,,,,wood,white_rot,partly_aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,white_rot,corticioid
