OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,COMMENT.on.genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont,Decay_type,Fruitbody_type
OTU2062,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,Lachnum virgineum,,litter_saprotroph,wood_saprotroph,,root_endophyte,,"wood,leaf/fruit/seed",,partly_aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,,apothecium_(hymenium_on_surface)
OTU2063,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2064,Fungi,Ascomycota,Dothideomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2065,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Marquandomyces,Marquandomyces marquandii,,,,,,,,,,,,,,,,,,,,
OTU2066,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU2067,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Veronaea,Veronaea japonica,,plant_pathogen,litter_saprotroph,dung_saprotroph_some_species,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,opportunistic_animal_parasite,,dimorphic_yeast,,,,,,,,
OTU2069,Fungi,Ascomycota,Lecanoromycetes,Ostropales,,,,,,,,,,,,,,,,,,,,,,,
OTU2070,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia,Athelia acrospora,,lichen_parasite,fungal_decomposer,wood_saprotroph_some_species,,algal_parasite,"fungal_material,algal_material",,non-aquatic,,algae,filamentous_mycelium,corticioid,smooth,,,,,,corticioid
OTU2071,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella umbrina,,wood_saprotroph,litter_saprotroph,,,,"wood,leaf/fruit/seed",,partly_aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2072,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,,,,,,,,,,,,,,,,,,,,
OTU2073,Fungi,Ascomycota,Dothideomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2074,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium fusiforme,,litter_saprotroph,plant_pathogen,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"wood,leaf/fruit/seed,soil,dung,animal_material",,partly_aquatic,animal_parasite,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2075,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia dubia,,dung_saprotroph,,,,,dung,,partly_aquatic,,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU2076,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Foliophoma,,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,,,,filamentous_mycelium,,,,,,,,
OTU2077,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Typhulaceae,Typhula,,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,,,,,,clavarioid
OTU2078,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2079,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,,,litter_saprotroph,root-associated,wood_saprotroph_many_species,root-associated,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2080,Fungi,Basidiomycota,Agaricomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2083,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,,,litter_saprotroph,,,,,leaf/fruit/seed,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,,,,,,,,
OTU2084,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Alatospora,,,litter_saprotroph,,,,,leaf/fruit/seed,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,none,none,,,,,,none
OTU2086,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Protostropharia,Protostropharia dorsipora,,dung_saprotroph,,,,,dung,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2087,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiotremataceae,Lophiotrema,Lophiotrema rubi,,wood_saprotroph,,,no_endophytic_capacity,,wood,,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2088,Fungi,Ascomycota,Sordariomycetes,Pleurotheciales,Pleurotheciaceae,Pleurotheciella,Pleurotheciella rivularia,,wood_saprotroph,,,,,wood,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,none,none,,,,,,none
OTU2089,Fungi,Ascomycota,Sordariomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2090,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Stypella,Stypella variabilis,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,,corticioid
OTU2091,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Hyalorbilia,,,wood_saprotroph,animal_parasite,,,,"wood,leaf/fruit/seed,soil,animal_material",,non-aquatic,nematophagous,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,,apothecium_(hymenium_on_surface)
OTU2092,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2093,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2094,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2095,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,,,dung_saprotroph,soil_saprotroph,,,,"soil,dung",,partly_aquatic,,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU2097,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,,,,,,,,,,,,,,,,,,,,
OTU2098,Fungi,Rozellomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2099,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Bovista,,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,,,,,,gasteroid
OTU2100,Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,Phaeoacremonium occidentale,,plant_pathogen,,,,unspecified_plant_pathogen,,,partly_aquatic,,,filamentous_mycelium,none,none,,,,,,none
OTU2101,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia,,,dung_saprotroph,,,,,dung,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,,,,,,,,
OTU2102,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pulvinula,,,ectomycorrhizal,,saprotroph_some_species,,,,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,short-distance_delicate,/pulvinula,,,,apothecium_(hymenium_on_surface)
OTU2103,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2104,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,,,,,,,,,,,,,,,,,,,,,,
OTU2105,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Resinoporia,Resinoporia ladiana,,wood_saprotroph,,,,,wood,brown_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,brown_rot,corticioid
OTU2106,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis filamentifera,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2107,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2108,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU2109,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,,,soil_saprotroph,root_endophyte_dark_septate,"mycoparasite_some_species,animal_pathogen_some_species",root_endophyte_dark_septate,,soil,,non-aquatic,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,,,,,,,,
OTU2110,Fungi,Entorrhizomycota,Entorrhizomycetes,Entorrhizales,Entorrhizaceae,Entorrhiza,,,plant_pathogen,root-associated,root_gall_forming,,root_pathogen,,,partly_freshwater_(partly_non-aquatic),,"Juncaceae,Cyperaceae",filamentous_mycelium,smut,other,,,,,,smut
OTU2112,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,Simplicillium lamellicola,,animal_parasite,animal_decomposer,mycoparasite_some_species,,,animal_material,,non-aquatic,invertebrate_parasite,,filamentous_mycelium,,,,,,,,
OTU2113,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2114,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sp. ca01,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,,,agaricoid
OTU2115,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2116,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta navarrae,,unspecified_saprotroph,foliar_endophyte,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,dung,animal_material",,non-aquatic,animal_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU2117,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,,,,,,,,,,,,,,,,,,,,
OTU2118,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,,,unspecified_saprotroph,,"hyperviariable,_thermophile,_some_species_animal_parasite_some_species_various_saprotrophs",,,"leaf/fruit/seed,soil,animal_material",mold,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,,,,,,,mold,
OTU2120,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,,soil_saprotroph,root_endophyte,ericoid_mycorrhizal_O._maius,root_endophyte,root-associated,soil,,partly_aquatic,,,filamentous_mycelium,,,,,,,,
OTU2121,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,,,,,,,,,,,,,,,,,,,,,,
OTU2122,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,,Oliveonia,,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,,corticioid
OTU2123,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Protomycetaceae,Protomyces,Protomyces macrosporus,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,dimorphic_yeast,,,,,,,,
OTU2125,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Resupinatus,Resupinatus applicatus,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,white_rot,agaricoid
OTU2126,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2128,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Inopinatum,Inopinatum lactosum,,,,,,,,,,,,,,,,,,,,
OTU2129,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2130,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius vellingae,,,,,,,,,,,,,,,,,,,,
OTU2131,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2132,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2133,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,Thelephora terrestris,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,medium-distance_smooth,/tomentella-thelephora,,,,clavarioid
OTU2134,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,,,,,,,,,,,,,,,,,,,,
OTU2135,Fungi,Basidiomycota,Cystobasidiomycetes,Cyphobasidiales,,,,,,,,,,,,,,,,,,,,,,,
OTU2136,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2137,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2138,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU2140,Fungi,Ascomycota,Sordariomycetes,Microascales,,,,,,,,,,,,,,,,,,,,,,,
OTU2141,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Verrucocladosporium,Verrucocladosporium dirinae,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,none,none,,,,,,none
OTU2142,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2144,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2145,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2146,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,,,litter_saprotroph,wood_saprotroph,,root-associated,root_pathogen,"wood,leaf/fruit/seed,roots,animal_material",,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,none,none,,,,,,none
OTU2147,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Coronicium,,,litter_saprotroph,,,,,leaf/fruit/seed,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,white_rot,corticioid
OTU2148,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2149,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,,,,,,,,,,,,,,,,,
OTU2150,Fungi,Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,Dichostereum,Dichostereum pallescens,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,white_rot,corticioid
OTU2151,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2152,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fumigatus,,unspecified_saprotroph,foliar_endophyte,"hypervariable,_saprotroph_animal_pathogen_endophyte",foliar_endophyte,,"leaf/fruit/seed,soil,dung,animal_material",mold,partly_aquatic,animal_parasite/opportunistic_human_parasite,,filamentous_mycelium,,,,,,,mold,
OTU2153,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,,,,,,,,,,,,,,,,,,,,
OTU2154,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Cadophora,,,litter_saprotroph,plant_pathogen,ectomycorrhizal_C._finlandica,foliar_endophyte,leaf/fruit/seed_pathogen,leaf/fruit/seed,,partly_aquatic,,,filamentous_mycelium,,,,,,,,
OTU2155,Fungi,Ascomycota,Dothideomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2156,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,,,,,,,,,,,,,,,,,,,,,,,
OTU2157,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pulvinula,,,ectomycorrhizal,,saprotroph_some_species,,,,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,short-distance_delicate,/pulvinula,,,,apothecium_(hymenium_on_surface)
OTU2158,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria olida,,litter_saprotroph,,,,,leaf/fruit/seed,,,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2159,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU2160,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Auxarthron,,,soil_saprotroph,animal_decomposer,,,,"soil,animal_material",keratinolytic,non-aquatic,,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,keratinolytic,"cleistothecium_(closed,_spherical)"
OTU2162,Fungi,Ascomycota,Dothideomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2163,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Dothiorella,,,plant_pathogen,litter_saprotroph,,foliar_endophyte,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,,,,,,,,
OTU2164,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2165,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella heveanensis,,unspecified_saprotroph,,,,,,,partly_aquatic,,,dimorphic_yeast,,,,,,,,
OTU2168,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Chrysosporium,,,wood_saprotroph,,,,,wood,soft_rot,partly_aquatic,,,filamentous_mycelium,,,,,,,soft_rot,
OTU2169,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,,,,,,,,,,,,,,,,,,,,,,,
OTU2171,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Cadophora,,,litter_saprotroph,plant_pathogen,ectomycorrhizal_C._finlandica,foliar_endophyte,leaf/fruit/seed_pathogen,leaf/fruit/seed,,partly_aquatic,,,filamentous_mycelium,,,,,,,,
OTU2173,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Golovinomyces,Golovinomyces biocellatus,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_,closed,,,,,,chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_
OTU2174,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU2175,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaete,,,wood_saprotroph,plant_pathogen,,,wood_pathogen,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,smooth,,,,,white_rot,polyporoid
OTU2176,Fungi,Basidiomycota,Microbotryomycetes,,Colacogloeaceae,Colacogloea,Colacogloea eucalyptica,,mycoparasite,fungal_decomposer,,no_endophytic_capacity,,fungal_material,,non-aquatic,,,dimorphic_yeast,none,none,,,,,,none
OTU2177,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon excipuliforme,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,,,,,,gasteroid
OTU2178,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Neogymnomyces,,,dung_saprotroph,,,,,dung,,non-aquatic,,,filamentous_mycelium,,,,,,,,
OTU2180,Fungi,Basidiomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2181,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus xerophilus,,unspecified_saprotroph,foliar_endophyte,"hypervariable,_saprotroph_animal_pathogen_endophyte",foliar_endophyte,,"leaf/fruit/seed,soil,dung,animal_material",mold,partly_aquatic,animal_parasite/opportunistic_human_parasite,,filamentous_mycelium,,,,,,,mold,
OTU2184,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,,,apothecium_(hymenium_on_surface)
OTU2185,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus flocculosus,,soil_saprotroph,,,,,soil,,partly_aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2186,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,,,,,,,,,,,,,,,,,,,,,,,
OTU2187,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2188,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,,,,,,,,,,,,,,,,,,,,
OTU2189,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Golovinomyces,Golovinomyces asperifolii,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_,closed,,,,,,chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_
OTU2191,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Bovista,,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,,,,,,gasteroid
OTU2192,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2193,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnoascus,,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU2194,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU2195,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,,,,,,,,,,,,,,,,,,,,,,
OTU2196,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Tubaria,Tubaria furfuracea,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU2197,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,,,,,,,,,,,,,,,,,,,,
OTU2198,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Thoreauomyces,,,pollen_saprotroph,algal_parasite,,,algal_parasite,pollen,,partly_freshwater_(partly_non-aquatic),,,zoosporic-rhizomycelial_(chytrid-like),zoosporangium,closed,,,,,,zoosporangium
OTU2199,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2200,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,,,,,,,,,,,,,,,,,,,,,,
OTU2201,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2202,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Podila,Podila epigama,,,,,,,,,,,,,,,,,,,,
OTU2203,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,,unspecified_saprotroph,foliar_endophyte,"toxin-producing,animal_parasite_some_species,mycoparasite_some_species",foliar_endophyte,,soil,mold,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,,,,,,,mold,
OTU2204,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2205,Fungi,Ascomycota,Dothideomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU2206,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Lasionectria,Lasionectria hilhorstii,,litter_saprotroph,,,,,leaf/fruit/seed,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2207,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2208,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,Talaromyces columbinus,,unspecified_saprotroph,,"hyperviariable,_thermophile,_some_species_animal_parasite_some_species_various_saprotrophs",,,"leaf/fruit/seed,soil,animal_material",mold,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,,,,,,,mold,
OTU2209,Fungi,Basidiomycota,Microbotryomycetes,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma buffonii,,unspecified_saprotroph,,,,,,,partly_aquatic,,,yeast,none,none,,,,,,none
OTU2210,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,,,,,,,,,,,,,,,,,
OTU2211,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Kalmusia,Kalmusia ebuli,,wood_saprotroph,,,no_endophytic_capacity,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2212,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2214,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,,,plant_pathogen,wood_saprotroph,,,wood_pathogen,wood,blue-staining,non-aquatic,arthropod-associated,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,blue-staining,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU2215,Fungi,Chytridiomycota,Cladochytriomycetes,Cladochytriales,,,,,,,,,,,,,,,,,,,,,,,
OTU2217,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU2218,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU2219,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2220,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_smooth,/tomentella-thelephora,,,,corticioid
OTU2221,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Carcinomycetaceae,Carcinomyces,,,mycoparasite,fungal_decomposer,,,,fungal_material,,non-aquatic,,,dimorphic_yeast,tremelloid,,,,,,,tremelloid
OTU2223,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/hebeloma-alnicola,,,,agaricoid
OTU2224,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU2225,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Stolonocarpus,,,dung_saprotroph,,,,,dung,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
